observation,price,bedrooms,bathrooms,floors,waterfront,view,condition,condition_1,condition_2,condition_3,condition_4,condition_5,grade,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,grade_13,basement,renovated,yr_built,sqft_living15,sqft_lot15
4845,525000,3,2.75,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1998,2240,11842
4846,375000,3,1.5,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1968,1510,8775
4847,428000,2,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1986,1414,2511
4848,988830,5,3.25,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,3950,6765
4849,199950,3,1.75,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1949,1760,9496
4850,840000,4,2.25,1.5,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1929,1800,4560
4851,285000,3,1.75,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1992,1670,7750
4852,330000,5,2.5,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,2006,3193,6000
4853,147500,3,1.5,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1960,1970,10125
4854,320000,4,2.5,2,0,0,5,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1978,2190,8075
4855,382500,3,1.75,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1967,1750,10878
4856,2050000,5,4,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1926,3300,8001
4857,596000,4,2.25,1,0,0,5,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1974,2270,10148
4858,220000,4,2.25,2,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1979,1910,7280
4859,325000,3,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1993,1970,7000
4860,679950,4,2.5,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2001,2850,5475
4861,175000,2,1,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1947,1120,6948
4862,268000,3,1.75,1,0,1,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1966,1720,10050
4863,715000,4,3.5,2,0,0,3,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1997,3470,97895
4864,600000,7,2.25,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1969,2460,38370
4865,950000,5,2.5,2,0,0,3,0,0,1,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1992,3450,26820
4866,475000,2,1.75,1,0,2,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1983,2350,213879
4867,700000,3,1.5,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1963,3320,7787
4868,275000,3,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1962,1930,37638
4869,369500,3,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1962,1930,37638
4870,215000,4,2,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1978,1720,7575
4871,593450,4,2.25,2,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1964,1910,7653
4872,498800,2,1.75,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2008,1680,4775
4873,849000,5,3.25,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,1,1951,1620,6534
4874,1150000,4,2.5,2,0,0,4,0,0,0,1,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1925,1790,4875
4875,825000,5,2.5,2,0,2,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2003,3010,5110
4876,265000,3,1.75,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1989,1730,9686
4877,285000,4,2.25,1,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1985,1650,8660
4878,240000,3,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1979,1680,7931
4879,261000,4,1,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1958,1230,7840
4880,330000,4,1.75,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1978,2180,7680
4881,250000,4,2,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1978,1620,7658
4882,350000,4,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1993,1970,7750
4883,930000,3,2.5,1.5,0,0,3,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1986,3450,35273
4884,275000,3,2,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1980,1780,7344
4885,325000,4,2.25,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1969,2090,7620
4886,255000,1,1,1,0,1,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1936,1920,5000
4887,562200,3,1.5,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1943,1810,5250
4888,952000,2,1.75,1,0,3,3,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,1,0,1980,3490,40185
4889,365000,3,2.5,1,0,0,5,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1988,2350,7557
4890,332900,3,1.5,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1969,1190,9756
4891,721000,3,2.25,2,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1983,2590,21315
4892,487275,4,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1999,2070,3986
4893,310000,3,2.5,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1995,1610,6034
4894,245000,2,1,1,0,0,3,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1908,1700,5400
4895,325000,3,1.75,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1964,1560,10572
4896,550000,3,1.75,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1971,2850,14323
4897,350000,2,1,1.5,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1906,1270,3500
4898,599000,5,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2006,1480,56192
4899,259950,3,1.5,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1955,1845,10125
4900,240000,4,2.5,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1996,1600,6380
4901,186000,3,1,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1969,1230,9800
4902,395000,3,1.5,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1982,1470,13698
4903,475000,4,2.5,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2004,3100,5757
4904,815000,5,3.5,2,0,0,3,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1996,3110,10837
4905,572000,3,1.5,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1951,1760,13500
4906,419500,3,2.5,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1986,1090,3188
4907,298700,3,2.25,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1980,2640,7777
4908,549000,2,1,1,1,4,5,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1947,1156,15961
4909,278000,3,1.5,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1960,1900,9994
4910,455000,4,2,1.5,0,0,3,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,1,1926,1300,4500
4911,925000,5,3.5,1,0,2,4,0,0,0,1,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1988,3210,13495
4912,465000,2,1.5,3,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1999,1370,1298
4913,620000,4,4,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1999,2380,3559
4914,499900,4,2.25,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1963,2320,11060
4915,620000,5,3,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,1,1962,2090,10741
4916,450000,3,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1941,1530,6120
4917,690000,4,3.5,2,0,0,3,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,1,0,2007,2650,2252
4918,1900000,5,2.25,2,0,0,4,0,0,0,1,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1969,3740,17853
4919,1940000,5,2.25,2,0,0,4,0,0,0,1,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1969,3740,17853
4920,832500,3,2,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,1951,1970,11904
4921,245000,3,1,1,0,0,5,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1955,1010,9375
4922,820000,3,2.5,1.5,0,0,3,0,0,1,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1990,3670,18225
4923,369000,4,2.75,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2005,2420,6200
4924,1050000,4,3.25,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,4080,8425
4925,653000,3,3,3,0,2,3,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1993,1820,5998
4926,220650,2,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1980,1340,9600
4927,300000,5,3,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,2007,1940,5033
4928,970000,4,3.5,2,0,2,3,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,2001,2150,3675
4929,360000,4,2.5,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,2004,2240,6221
4930,672500,3,2.5,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,2450,5762
4931,268000,4,1.5,1.5,0,0,4,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1953,1110,7020
4932,440000,4,1.5,1.5,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1929,1380,1590
4933,1400000,3,2.5,2,0,2,3,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,1,1981,2030,3500
4934,590000,4,2.5,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1986,2340,9774
4935,359000,4,2.25,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1962,1700,22860
4936,266500,4,1.75,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1978,1840,8528
4937,635000,4,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2014,2030,7264
4938,559000,3,2.5,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2001,2220,217800
4939,895000,4,2.5,2,0,0,3,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1989,3630,36290
4940,625000,2,1.5,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1961,2970,43500
4941,650000,4,2.25,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1957,1530,9335
4942,312500,4,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1957,2120,7260
4943,225000,3,1,1,0,0,3,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,1944,1240,6099
4944,425000,4,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1968,1920,8400
4945,329999,3,2.75,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1988,2580,98881
4946,572000,5,2.25,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1973,2140,9348
4947,386500,4,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2002,3110,5190
4948,452000,2,1,1,0,0,3,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1904,1270,4500
4949,278000,4,2,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1943,1480,3600
4950,474900,3,2.25,1,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1976,2480,25608
4951,450000,2,1.75,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1946,2130,6275
4952,611000,2,1,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1900,1670,3900
4953,214100,2,2.5,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,2004,1880,2855
4954,317000,3,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2012,2000,4793
4955,1000000,4,3.5,2,0,1,4,0,0,0,1,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1979,2850,11410
4956,1000000,5,2.75,2,0,1,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1946,2190,5700
4957,525000,4,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2005,2590,7200
4958,436000,3,2.25,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1983,1630,8621
4959,450000,3,1.75,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1983,1990,10273
4960,588500,3,1.75,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1980,2570,14217
4961,340000,4,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1953,1420,8360
4962,482000,4,2.5,1.5,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,2000,1696,57934
4963,1580000,4,3.5,2,0,0,3,0,0,1,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,2005,5340,207206
4964,749000,3,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,1,1965,1810,7308
4965,330000,3,1.5,1,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1968,1800,8964
4966,568000,3,2.5,3,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2008,1740,1280
4967,239000,3,1.75,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1957,1430,9282
4968,528000,3,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2003,2470,4919
4969,385000,4,3,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1994,2090,5102
4970,825000,4,3.25,2,0,2,4,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0,0,0,1,0,1979,2760,12283
4971,815000,5,3.25,2,0,1,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,2002,1520,5000
4972,625000,4,2.5,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1995,2080,32336
4973,690000,3,1.75,1,0,3,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1955,2200,6000
4974,210000,3,1,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1957,1540,7440
4975,599000,4,1,1.5,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1924,2230,4280
4976,860000,3,1.75,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1951,1630,6022
4977,147200,3,1,1,0,0,4,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1954,1400,8415
4978,476900,3,1,1.5,0,0,4,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,1910,1460,5750
4979,450000,4,2.5,1,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1978,2360,36254
4980,570000,4,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1999,2400,11816
4981,567500,3,1,1.5,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1910,1440,3570
4982,790000,5,3.25,2,0,2,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1976,2890,20908
4983,875000,3,1.5,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1952,3020,11550
4984,490000,3,2,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1980,2300,9975
4985,335000,3,1.75,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1978,1980,9592
4986,550000,3,1.75,1,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1962,2290,10798
4987,385000,3,1.75,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1981,1230,10879
4988,395000,3,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1976,1700,8085
4989,650000,2,1,1,0,0,5,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1928,1570,5750
4990,637000,4,2.75,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2007,2900,6212
4991,692500,3,2.25,1,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,1,1963,2290,10700
4992,322400,3,1.75,1,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1964,1990,20359
4993,233500,3,1.5,1,0,0,4,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1957,1400,10658
4994,400000,3,2,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1984,1570,11517
4995,547000,5,2.5,1.5,0,0,5,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1916,1300,4080
4996,519000,5,2.25,1,0,1,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,1,1950,2570,19807
4997,1030000,4,3.5,1,0,2,4,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0,0,0,1,0,1977,3240,15470
4998,365000,3,1,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1955,1340,6435
4999,699000,5,2.75,2,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1978,2730,29150
5000,525000,3,1.75,1,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1968,1910,8000
5001,430000,4,3,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1990,2810,10500
5002,325000,3,1,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1966,2050,7200
5003,279000,2,1,1,0,0,5,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1942,760,6300
5004,805000,4,1.75,2,0,0,5,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1911,1810,4750
5005,419950,3,3,1.5,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1949,1730,4609
5006,425000,2,1,1,0,0,3,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1927,1180,5000
5007,446000,4,1.75,2,0,0,5,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1949,1700,6127
5008,455000,5,2,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1963,2060,9684
5009,226550,3,1,1,0,0,3,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1943,990,6771
5010,764000,3,2,1.5,0,0,5,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1904,1220,3060
5011,439950,3,2.25,2,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1978,2430,14256
5012,453000,4,2,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1952,1610,4590
5013,219950,3,1,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1971,1420,9620
5014,702500,3,1.5,2,0,0,5,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1926,1320,4500
5015,285000,3,1.5,1,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1956,2460,12663
5016,798750,2,2.25,3,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2005,1800,2142
5017,320000,2,1,1,0,2,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1948,1620,6085
5018,425000,3,1.75,1.5,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1985,1920,14630
5019,540000,4,2.5,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2004,2570,5096
5020,1060000,4,5.25,2,0,2,3,0,0,1,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,2005,4440,15523
5021,1170000,4,3.75,3,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2013,2040,3000
5022,576000,3,1.75,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1951,2020,13891
5023,525000,3,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1977,1700,8400
5024,324950,4,2.5,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1998,2641,8091
5025,600000,3,2.5,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1981,2760,7351
5026,464000,3,2.5,1,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,2001,1745,5400
5027,266000,4,2.25,2,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1981,1880,7950
5028,775000,3,2.5,2,0,0,3,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1998,3240,109771
5029,415000,3,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,1952,1220,4800
5030,550000,4,2.75,2,0,3,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2003,3080,6731
5031,235000,3,2.25,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,1670,7433
5032,280000,3,2,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1987,1530,7721
5033,459000,3,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1976,1800,7650
5034,195000,3,1,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1969,1240,6906
5035,235000,3,1.5,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1959,1500,8466
5036,711800,4,2.25,1,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1965,2720,11141
5037,440000,3,2.5,3,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,2007,1290,1275
5038,515000,2,1,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1916,1060,3600
5039,1200000,5,2.75,1.5,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1939,2940,6600
5040,560000,3,1.75,1.5,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1965,1970,9600
5041,340000,3,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1985,1870,14547
5042,600000,2,1,1.5,0,0,3,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,1912,1884,1778
5043,764000,4,2.5,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1997,2780,7779
5044,337000,4,2,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2001,2090,9600
5045,1390000,6,2.75,1,0,4,4,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0,0,0,1,0,1977,3690,15700
5046,249000,4,1,1,0,0,3,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,1919,1580,7680
5047,350000,3,3,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1978,3090,37887
5048,269950,3,2.25,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1993,1510,6000
5049,735000,3,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1978,2730,37731
5050,1300000,4,2.5,2,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1940,2560,4000
5051,475000,4,2.25,2,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1974,2110,7560
