bathrooms,floors,waterfront,view,condition_3,condition_4,condition_5,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,basement,renovated,yr_built,sqft_living15,logSqftLot15
2.25,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,1450,7.2647301779
2.5,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1987,2180,9.0632315069
3.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1999,2280,8.689801056
2.25,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1976,1930,9.1049798563
2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1940,1840,8.7144033607
2.25,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1985,1650,10.148079435
2.25,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1960,2790,9.9072803508
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1983,1850,9.4043434335
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1926,1540,8.8880668548
2.75,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,3100,8.6884538009
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1993,3120,9.0806871637
1.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1971,2910,9.1663884844
1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1922,1150,8.7888983093
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1970,1010,8.794824928
2.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1972,1750,9.0382463353
2.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1998,2780,10.61322141
3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,1470,7.5038407467
2.75,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1939,2400,8.9266503208
2.75,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1985,2580,10.537972248
1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1959,1790,8.9218579794
3.25,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2014,2040,8.5399326784
2.75,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1961,2250,9.0295376612
1,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1919,1940,8.3893598199
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1944,1300,8.8284941295
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1960,1420,9.0813699907
1.75,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1994,1250,8.6995147482
4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1976,4050,9.8334405542
2.5,1.5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1928,2140,8.881836305
3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1977,2440,10.685217791
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,2330,8.2268408904
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1980,1810,8.9934273704
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1991,1830,11.224216198
3.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1990,3120,9.5715749052
2.75,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1992,2040,8.6017181465
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1917,1200,8.5515946181
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1970,1300,8.9860711874
1.75,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1952,2450,9.2956002159
3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2004,2290,9.2002900361
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1947,1990,8.9696691038
2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1948,2150,9.3577253589
1,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1949,1050,8.6827076299
2.5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1980,2730,9.5240556215
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1999,2180,8.8407249168
1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1908,940,8.6995147482
1.75,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1962,2010,9.0676240698
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1990,2730,8.6931612742
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1940,2070,8.2940496401
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1987,1640,8.4744944369
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1953,2100,9.2536871765
2.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1994,2920,9.2777186073
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1930,1330,8.3380665255
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1946,1610,8.9678865721
1,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1962,1730,8.9489756078
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1976,2120,9.2340568986
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1995,2660,9.2352280875
2.25,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1984,2060,9.2098402469
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1968,1160,9.2653019301
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1955,1190,9.1458018508
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,2120,9.0017159068
2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1954,1270,8.1596607371
2.25,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1986,1970,8.9144917102
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1952,1740,8.867850063
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1994,1640,9.0494671464
1.75,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1978,1860,9.0473507435
2.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1961,1600,9.0302563101
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1978,1240,9.2476361567
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1968,1320,9.4572004499
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1980,1590,9.2959674579
2.5,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2004,1420,7.8276395464
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1978,2049,9.6331868779
1.75,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1950,1770,9.0341996743
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1990,1950,8.5598694657
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1941,1510,8.4763711969
2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1946,1090,8.5330665406
1.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2006,1160,6.9902565005
1.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1970,2080,8.9618790127
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1963,2000,8.9714484637
2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1961,1910,8.9809272076
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2003,2560,8.7555799721
2.75,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1964,2140,9.0359869848
2.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1969,1970,9.0362250517
1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1916,1260,8.8815584886
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,2910,8.5171931914
2.75,1.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1986,2250,8.9559641182
2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2007,2330,8.2659073342
3.75,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1991,5330,10.503586992
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1992,1790,8.8184822673
2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1996,1630,8.9010941216
2,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1961,2600,9.6265475766
2.25,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2003,1264,7.6338535597
1,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1901,1310,8.540909718
2,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1948,1850,8.794824928
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1961,1820,8.9146261278
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1968,1440,9.2519620467
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1964,1680,9.2495610851
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1968,1220,9.1670152472
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1967,2340,9.0825070005
3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2004,2460,8.495969555
1.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1966,1550,9.3477517278
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1998,1650,9.6253596929
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1950,1100,8.881836305
2.75,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1949,3400,9.5749834856
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1985,1430,8.9970233815
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1998,2010,8.6619859363
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1999,3640,8.5426659874
2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1943,1310,9.0796620483
2.5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1975,1536,8.6995147482
3,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1930,1070,8.4842566912
3.25,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2006,2180,12.315048119
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1968,2270,9.0525162868
2.25,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1963,1890,9.1305393018
3.5,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2003,2580,8.8392766906
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1984,1320,8.3138522674
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1930,1360,8.9631602428
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1976,1780,8.997765772
1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1955,1240,8.8558059925
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1985,1910,8.9751242394
1.75,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1963,1850,9.4438302153
2.75,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1981,2860,9.7016161365
1,1.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1920,1250,9.5732458657
2.25,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1982,2020,9.5537882223
1,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1922,1100,8.9541569666
2,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1960,1870,8.9424609268
1.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1925,940,8.5223797181
2.5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1978,2410,9.3513189652
2.75,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,2273,8.2687318321
4,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2012,1890,8.5941542326
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1951,1600,8.5941542326
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1994,2750,10.030912841
2.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1987,2650,9.3574664369
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1916,1410,8.8837788615
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1946,1620,8.9263846813
1.75,1.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1965,2750,10.527231063
1.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1956,1570,8.8956296271
3,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1973,3500,9.5787264718
2.25,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1976,2360,9.089753409
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2005,1470,8.7812483332
3.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1992,1960,8.9463748261
1.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1963,2900,10.006946261
3.25,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,1520,7.1876571641
2.5,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1955,2520,9.8706027252
2.25,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1979,1620,9.4234335874
3.25,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2010,3550,8.6612935354
2.25,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1988,2780,9.222762892
2.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2003,1940,9.229063986
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1987,1720,8.5171931914
1.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1955,1470,8.9809272076
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1970,1660,8.9871968207
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1953,1250,9.0244926054
1.5,1.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1912,1930,8.4250779025
2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1990,1550,8.8855792913
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1966,1340,8.9900676958
2.25,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1984,1950,9.222762892
2.25,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1984,1950,9.222762892
1.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1968,1900,8.9653345738
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2001,2640,9.1312971646
2.5,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1990,1980,8.8854409117
2.5,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1989,2110,8.3015216549
2.25,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1974,1990,10.464473829
2.25,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1976,1780,8.9428530068
2.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1992,2840,9.1231471603
2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1981,1610,9.1397032924
3.5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2002,4700,9.7111156599
2.25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1992,1740,8.9299648747
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1959,840,9.1403470002
1,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1945,1230,8.7282641615
1.75,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1950,2210,8.8859943152
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1924,1660,8.3138522674
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1932,1690,9.4403403641
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1989,1800,8.9230582195
2.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1980,1760,11.94601871
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2008,1820,8.4688429305
2.5,1.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1974,2200,10.864216134
2.5,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1991,1360,8.6995147482
2.5,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1960,3640,8.9126079637
1.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1960,1710,9.0765803818
2,1.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1997,3030,9.3360915773
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1992,2150,8.8934354408
1,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1909,1980,8.0709060888
2.25,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1978,1940,9.0489972216
2.5,1,1,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1981,3080,9.4171106092
1,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1923,1420,8.2493137463
3.5,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2007,3260,8.6976797323
1,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1921,1450,8.7403367427
2.25,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2012,1130,7.2130316598
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1987,2860,10.548468124
3.5,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1996,4090,9.4031896507
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1936,1310,8.7984546961
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1988,2150,8.8362285715
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2004,3220,8.5941542326
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1989,2630,9.2007949591
2.25,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2005,1450,7.3395376954
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1989,2420,8.9855704989
2.5,2,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1985,3280,10.135035686
1,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1941,1390,9.1442005695
2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1972,1540,9.1433455032
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1991,2590,9.0638105793
2.75,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1967,2460,12.291332489
1,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1950,1680,8.9557061536
2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1951,1760,8.6143199021
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1996,1730,7.4809921629
1.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1968,1750,9.2495610851
2.5,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1988,2980,10.367001419
2.5,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1926,1560,8.1241506033
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1974,2090,9.2047246332
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2001,2660,8.6330187569
2,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1917,1230,8.5941542326
2.25,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1926,1420,8.2532276456
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1963,1550,10.077356823
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1974,1320,8.2493137463
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1997,2520,8.7795574559
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2008,1560,7.6406038264
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1952,1060,8.7193173755
2.25,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1965,2230,9.1829691752
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,3040,8.8887567478
2.5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1987,2900,9.883488906
1,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1926,980,8.5369958187
2.25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1974,1820,8.9658454948
2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1994,1470,9.0676240698
2.5,1.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1904,1520,8.3327894684
1.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1957,1480,8.5519810169
2.75,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1920,1360,8.2635904326
2.75,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2003,2520,8.6249707836
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1991,2500,9.2482140244
4.25,3,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1971,3010,9.9034875525
3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2003,2580,12.289328647
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1996,2080,8.2940496401
2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1943,1230,8.6995147482
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1976,1520,8.9838161125
2.5,1.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1924,1540,8.5171931914
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1945,1540,8.2940496401
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1908,1480,7.2943772993
2.25,1.5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1906,3010,8.9871968207
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1969,900,8.1327064897
1.75,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1975,1230,9.4514024238
2.5,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1989,3090,9.3844617322
2.25,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1986,2660,8.6960086089
2.25,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1953,2125,8.9555771463
2.5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1969,1800,9.1194304966
2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1902,1680,8.1886891244
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1945,1130,8.707813551
1.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2005,1665,8.5923006639
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1903,1470,8.1886891244
1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1908,1450,8.5251613611
3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,1360,8.0715308936
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1989,2110,8.3049895801
1.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1963,1710,9.341982481
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1956,1040,8.8498008272
1.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1924,2090,8.4763711969
3.25,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,4100,9.5872002231
3.25,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2002,3720,9.3769558989
2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1991,1900,10.557685983
1,1.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1912,1330,9.243968553
1.75,1.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1907,2200,8.5171931914
1.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1960,1370,9.0825070005
3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1982,2130,9.1195400076
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1991,1840,9.6184685975
2.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1988,2220,9.1695183775
2,1.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1907,1770,8.2940496401
1.75,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1915,1890,8.2350954973
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1967,1140,9.1735726478
1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1967,1490,10.085809109
1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1937,1460,11.145622818
2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1925,1640,8.5171931914
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1924,1120,8.5369958187
2.25,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1968,2580,10.201738576
2.25,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1986,3360,9.6057551442
3.5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1998,2430,10.660618413
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1939,1300,8.5171931914
2.5,1.5,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1974,2350,10.648325449
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1957,1450,8.9618790127
2.25,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1987,2060,9.7363107331
2.25,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1969,2760,9.1695183775
1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1968,1750,9.1049798563
2.25,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1961,1660,9.1312971646
